,file_name,Kepler_id,quarter,channel
0,kplr100002059-2013131215648_lpd-targ.fits.gz,KIC 100002059,17,53
1,kplr100002059-2010174085026_lpd-targ.fits.gz,KIC 100002059,5,53
2,kplr100002059-2012179063303_lpd-targ.fits.gz,KIC 100002059,13,53
3,kplr100002059-2011177032512_lpd-targ.fits.gz,KIC 100002059,9,53
4,kplr100002060-2012179063303_lpd-targ.fits.gz,KIC 100002060,13,53
5,kplr100002060-2010174085026_lpd-targ.fits.gz,KIC 100002060,5,53
6,kplr100002060-2011177032512_lpd-targ.fits.gz,KIC 100002060,9,53
7,kplr100002060-2013131215648_lpd-targ.fits.gz,KIC 100002060,17,53
8,kplr100002061-2011177032512_lpd-targ.fits.gz,KIC 100002061,9,53
9,kplr100002061-2010174085026_lpd-targ.fits.gz,KIC 100002061,5,53
10,kplr100002061-2012179063303_lpd-targ.fits.gz,KIC 100002061,13,53
11,kplr100002061-2013131215648_lpd-targ.fits.gz,KIC 100002061,17,53
12,kplr100002062-2013131215648_lpd-targ.fits.gz,KIC 100002062,17,53
13,kplr100002062-2011177032512_lpd-targ.fits.gz,KIC 100002062,9,53
14,kplr100002062-2010174085026_lpd-targ.fits.gz,KIC 100002062,5,53
15,kplr100002062-2012179063303_lpd-targ.fits.gz,KIC 100002062,13,53
16,kplr100002063-2013131215648_lpd-targ.fits.gz,KIC 100002063,17,54
17,kplr100002063-2010174085026_lpd-targ.fits.gz,KIC 100002063,5,54
18,kplr100002063-2012179063303_lpd-targ.fits.gz,KIC 100002063,13,54
19,kplr100002063-2011177032512_lpd-targ.fits.gz,KIC 100002063,9,54
20,kplr100002064-2012179063303_lpd-targ.fits.gz,KIC 100002064,13,54
21,kplr100002064-2010174085026_lpd-targ.fits.gz,KIC 100002064,5,54
22,kplr100002064-2011177032512_lpd-targ.fits.gz,KIC 100002064,9,54
23,kplr100002064-2013131215648_lpd-targ.fits.gz,KIC 100002064,17,54
24,kplr100002065-2012179063303_lpd-targ.fits.gz,KIC 100002065,13,54
25,kplr100002065-2011177032512_lpd-targ.fits.gz,KIC 100002065,9,54
26,kplr100002065-2010174085026_lpd-targ.fits.gz,KIC 100002065,5,54
27,kplr100002065-2013131215648_lpd-targ.fits.gz,KIC 100002065,17,54
28,kplr100002066-2013131215648_lpd-targ.fits.gz,KIC 100002066,17,54
29,kplr100002066-2010174085026_lpd-targ.fits.gz,KIC 100002066,5,54
30,kplr100002066-2011177032512_lpd-targ.fits.gz,KIC 100002066,9,54
31,kplr100002066-2012179063303_lpd-targ.fits.gz,KIC 100002066,13,54
32,kplr100002067-2012179063303_lpd-targ.fits.gz,KIC 100002067,13,55
33,kplr100002067-2013131215648_lpd-targ.fits.gz,KIC 100002067,17,55
34,kplr100002067-2010174085026_lpd-targ.fits.gz,KIC 100002067,5,55
35,kplr100002067-2011177032512_lpd-targ.fits.gz,KIC 100002067,9,55
36,kplr100002068-2011177032512_lpd-targ.fits.gz,KIC 100002068,9,55
37,kplr100002068-2012179063303_lpd-targ.fits.gz,KIC 100002068,13,55
38,kplr100002068-2013131215648_lpd-targ.fits.gz,KIC 100002068,17,55
39,kplr100002068-2010174085026_lpd-targ.fits.gz,KIC 100002068,5,55
40,kplr100002069-2013131215648_lpd-targ.fits.gz,KIC 100002069,17,55
41,kplr100002069-2011177032512_lpd-targ.fits.gz,KIC 100002069,9,55
42,kplr100002069-2012179063303_lpd-targ.fits.gz,KIC 100002069,13,55
43,kplr100002069-2010174085026_lpd-targ.fits.gz,KIC 100002069,5,55
44,kplr100002070-2011177032512_lpd-targ.fits.gz,KIC 100002070,9,55
45,kplr100002070-2013131215648_lpd-targ.fits.gz,KIC 100002070,17,55
46,kplr100002070-2010174085026_lpd-targ.fits.gz,KIC 100002070,5,55
47,kplr100002070-2012179063303_lpd-targ.fits.gz,KIC 100002070,13,55
48,kplr100002071-2013131215648_lpd-targ.fits.gz,KIC 100002071,17,56
49,kplr100002071-2012179063303_lpd-targ.fits.gz,KIC 100002071,13,56
50,kplr100002071-2010174085026_lpd-targ.fits.gz,KIC 100002071,5,56
51,kplr100002071-2011177032512_lpd-targ.fits.gz,KIC 100002071,9,56
52,kplr100002072-2011177032512_lpd-targ.fits.gz,KIC 100002072,9,56
53,kplr100002072-2012179063303_lpd-targ.fits.gz,KIC 100002072,13,56
54,kplr100002072-2010174085026_lpd-targ.fits.gz,KIC 100002072,5,56
55,kplr100002072-2013131215648_lpd-targ.fits.gz,KIC 100002072,17,56
56,kplr100002073-2011177032512_lpd-targ.fits.gz,KIC 100002073,9,56
57,kplr100002073-2012179063303_lpd-targ.fits.gz,KIC 100002073,13,56
58,kplr100002073-2010174085026_lpd-targ.fits.gz,KIC 100002073,5,56
59,kplr100002073-2013131215648_lpd-targ.fits.gz,KIC 100002073,17,56
60,kplr100002074-2013131215648_lpd-targ.fits.gz,KIC 100002074,17,56
61,kplr100002074-2010174085026_lpd-targ.fits.gz,KIC 100002074,5,56
62,kplr100002074-2012179063303_lpd-targ.fits.gz,KIC 100002074,13,56
63,kplr100002074-2011177032512_lpd-targ.fits.gz,KIC 100002074,9,56
64,kplr100002075-2010174085026_lpd-targ.fits.gz,KIC 100002075,5,33
65,kplr100002075-2012179063303_lpd-targ.fits.gz,KIC 100002075,13,33
66,kplr100002075-2011177032512_lpd-targ.fits.gz,KIC 100002075,9,33
67,kplr100002075-2013131215648_lpd-targ.fits.gz,KIC 100002075,17,33
68,kplr100002076-2012179063303_lpd-targ.fits.gz,KIC 100002076,13,33
69,kplr100002076-2010174085026_lpd-targ.fits.gz,KIC 100002076,5,33
70,kplr100002076-2011177032512_lpd-targ.fits.gz,KIC 100002076,9,33
71,kplr100002076-2013131215648_lpd-targ.fits.gz,KIC 100002076,17,33
72,kplr100002077-2010174085026_lpd-targ.fits.gz,KIC 100002077,5,33
73,kplr100002077-2012179063303_lpd-targ.fits.gz,KIC 100002077,13,33
74,kplr100002077-2013131215648_lpd-targ.fits.gz,KIC 100002077,17,33
75,kplr100002077-2011177032512_lpd-targ.fits.gz,KIC 100002077,9,33
76,kplr100002078-2011177032512_lpd-targ.fits.gz,KIC 100002078,9,33
77,kplr100002078-2010174085026_lpd-targ.fits.gz,KIC 100002078,5,33
78,kplr100002078-2012179063303_lpd-targ.fits.gz,KIC 100002078,13,33
79,kplr100002078-2013131215648_lpd-targ.fits.gz,KIC 100002078,17,33
80,kplr100002079-2010174085026_lpd-targ.fits.gz,KIC 100002079,5,34
81,kplr100002079-2013131215648_lpd-targ.fits.gz,KIC 100002079,17,34
82,kplr100002079-2012179063303_lpd-targ.fits.gz,KIC 100002079,13,34
83,kplr100002079-2011177032512_lpd-targ.fits.gz,KIC 100002079,9,34
84,kplr100002080-2012179063303_lpd-targ.fits.gz,KIC 100002080,13,34
85,kplr100002080-2013131215648_lpd-targ.fits.gz,KIC 100002080,17,34
86,kplr100002080-2010174085026_lpd-targ.fits.gz,KIC 100002080,5,34
87,kplr100002080-2011177032512_lpd-targ.fits.gz,KIC 100002080,9,34
88,kplr100002081-2012179063303_lpd-targ.fits.gz,KIC 100002081,13,34
89,kplr100002081-2011177032512_lpd-targ.fits.gz,KIC 100002081,9,34
90,kplr100002081-2013131215648_lpd-targ.fits.gz,KIC 100002081,17,34
91,kplr100002081-2010174085026_lpd-targ.fits.gz,KIC 100002081,5,34
92,kplr100002082-2013131215648_lpd-targ.fits.gz,KIC 100002082,17,34
93,kplr100002082-2012179063303_lpd-targ.fits.gz,KIC 100002082,13,34
94,kplr100002082-2010174085026_lpd-targ.fits.gz,KIC 100002082,5,34
95,kplr100002082-2011177032512_lpd-targ.fits.gz,KIC 100002082,9,34
96,kplr100002083-2012179063303_lpd-targ.fits.gz,KIC 100002083,13,35
97,kplr100002083-2010174085026_lpd-targ.fits.gz,KIC 100002083,5,35
98,kplr100002083-2013131215648_lpd-targ.fits.gz,KIC 100002083,17,35
99,kplr100002083-2011177032512_lpd-targ.fits.gz,KIC 100002083,9,35
100,kplr100002084-2012179063303_lpd-targ.fits.gz,KIC 100002084,13,35
101,kplr100002084-2013131215648_lpd-targ.fits.gz,KIC 100002084,17,35
102,kplr100002084-2010174085026_lpd-targ.fits.gz,KIC 100002084,5,35
103,kplr100002084-2011177032512_lpd-targ.fits.gz,KIC 100002084,9,35
104,kplr100002085-2013131215648_lpd-targ.fits.gz,KIC 100002085,17,35
105,kplr100002085-2010174085026_lpd-targ.fits.gz,KIC 100002085,5,35
106,kplr100002085-2012179063303_lpd-targ.fits.gz,KIC 100002085,13,35
107,kplr100002085-2011177032512_lpd-targ.fits.gz,KIC 100002085,9,35
108,kplr100002086-2013131215648_lpd-targ.fits.gz,KIC 100002086,17,35
109,kplr100002086-2010174085026_lpd-targ.fits.gz,KIC 100002086,5,35
110,kplr100002086-2012179063303_lpd-targ.fits.gz,KIC 100002086,13,35
111,kplr100002086-2011177032512_lpd-targ.fits.gz,KIC 100002086,9,35
112,kplr100002087-2011177032512_lpd-targ.fits.gz,KIC 100002087,9,36
113,kplr100002087-2012179063303_lpd-targ.fits.gz,KIC 100002087,13,36
114,kplr100002087-2010174085026_lpd-targ.fits.gz,KIC 100002087,5,36
115,kplr100002087-2013131215648_lpd-targ.fits.gz,KIC 100002087,17,36
116,kplr100002088-2012179063303_lpd-targ.fits.gz,KIC 100002088,13,36
117,kplr100002088-2013131215648_lpd-targ.fits.gz,KIC 100002088,17,36
118,kplr100002088-2011177032512_lpd-targ.fits.gz,KIC 100002088,9,36
119,kplr100002088-2010174085026_lpd-targ.fits.gz,KIC 100002088,5,36
120,kplr100002089-2013131215648_lpd-targ.fits.gz,KIC 100002089,17,36
121,kplr100002089-2011177032512_lpd-targ.fits.gz,KIC 100002089,9,36
122,kplr100002089-2010174085026_lpd-targ.fits.gz,KIC 100002089,5,36
123,kplr100002089-2012179063303_lpd-targ.fits.gz,KIC 100002089,13,36
124,kplr100002090-2013131215648_lpd-targ.fits.gz,KIC 100002090,17,36
125,kplr100002090-2011177032512_lpd-targ.fits.gz,KIC 100002090,9,36
126,kplr100002090-2010174085026_lpd-targ.fits.gz,KIC 100002090,5,36
127,kplr100002090-2012179063303_lpd-targ.fits.gz,KIC 100002090,13,36
128,kplr100002091-2013131215648_lpd-targ.fits.gz,KIC 100002091,17,13
129,kplr100002091-2012179063303_lpd-targ.fits.gz,KIC 100002091,13,13
130,kplr100002091-2010174085026_lpd-targ.fits.gz,KIC 100002091,5,13
131,kplr100002091-2011177032512_lpd-targ.fits.gz,KIC 100002091,9,13
132,kplr100002092-2013131215648_lpd-targ.fits.gz,KIC 100002092,17,13
133,kplr100002092-2012179063303_lpd-targ.fits.gz,KIC 100002092,13,13
134,kplr100002092-2010174085026_lpd-targ.fits.gz,KIC 100002092,5,13
135,kplr100002092-2011177032512_lpd-targ.fits.gz,KIC 100002092,9,13
136,kplr100002093-2012179063303_lpd-targ.fits.gz,KIC 100002093,13,13
137,kplr100002093-2010174085026_lpd-targ.fits.gz,KIC 100002093,5,13
138,kplr100002093-2011177032512_lpd-targ.fits.gz,KIC 100002093,9,13
139,kplr100002093-2013131215648_lpd-targ.fits.gz,KIC 100002093,17,13
140,kplr100002094-2012179063303_lpd-targ.fits.gz,KIC 100002094,13,13
141,kplr100002094-2013131215648_lpd-targ.fits.gz,KIC 100002094,17,13
142,kplr100002094-2011177032512_lpd-targ.fits.gz,KIC 100002094,9,13
143,kplr100002094-2010174085026_lpd-targ.fits.gz,KIC 100002094,5,13
144,kplr100002095-2012179063303_lpd-targ.fits.gz,KIC 100002095,13,14
145,kplr100002095-2013131215648_lpd-targ.fits.gz,KIC 100002095,17,14
146,kplr100002095-2011177032512_lpd-targ.fits.gz,KIC 100002095,9,14
147,kplr100002095-2010174085026_lpd-targ.fits.gz,KIC 100002095,5,14
148,kplr100002096-2011177032512_lpd-targ.fits.gz,KIC 100002096,9,14
149,kplr100002096-2013131215648_lpd-targ.fits.gz,KIC 100002096,17,14
150,kplr100002096-2010174085026_lpd-targ.fits.gz,KIC 100002096,5,14
151,kplr100002096-2012179063303_lpd-targ.fits.gz,KIC 100002096,13,14
152,kplr100002097-2013131215648_lpd-targ.fits.gz,KIC 100002097,17,14
153,kplr100002097-2012179063303_lpd-targ.fits.gz,KIC 100002097,13,14
154,kplr100002097-2011177032512_lpd-targ.fits.gz,KIC 100002097,9,14
155,kplr100002097-2010174085026_lpd-targ.fits.gz,KIC 100002097,5,14
156,kplr100002098-2012179063303_lpd-targ.fits.gz,KIC 100002098,13,14
157,kplr100002098-2010174085026_lpd-targ.fits.gz,KIC 100002098,5,14
158,kplr100002098-2013131215648_lpd-targ.fits.gz,KIC 100002098,17,14
159,kplr100002098-2011177032512_lpd-targ.fits.gz,KIC 100002098,9,14
160,kplr100002099-2011177032512_lpd-targ.fits.gz,KIC 100002099,9,15
161,kplr100002099-2012179063303_lpd-targ.fits.gz,KIC 100002099,13,15
162,kplr100002099-2010174085026_lpd-targ.fits.gz,KIC 100002099,5,15
163,kplr100002099-2013131215648_lpd-targ.fits.gz,KIC 100002099,17,15
164,kplr100002100-2010174085026_lpd-targ.fits.gz,KIC 100002100,5,15
165,kplr100002100-2012179063303_lpd-targ.fits.gz,KIC 100002100,13,15
166,kplr100002100-2011177032512_lpd-targ.fits.gz,KIC 100002100,9,15
167,kplr100002100-2013131215648_lpd-targ.fits.gz,KIC 100002100,17,15
168,kplr100002101-2013131215648_lpd-targ.fits.gz,KIC 100002101,17,15
169,kplr100002101-2010174085026_lpd-targ.fits.gz,KIC 100002101,5,15
170,kplr100002101-2012179063303_lpd-targ.fits.gz,KIC 100002101,13,15
171,kplr100002101-2011177032512_lpd-targ.fits.gz,KIC 100002101,9,15
172,kplr100002102-2011177032512_lpd-targ.fits.gz,KIC 100002102,9,15
173,kplr100002102-2013131215648_lpd-targ.fits.gz,KIC 100002102,17,15
174,kplr100002102-2010174085026_lpd-targ.fits.gz,KIC 100002102,5,15
175,kplr100002102-2012179063303_lpd-targ.fits.gz,KIC 100002102,13,15
176,kplr100002103-2012179063303_lpd-targ.fits.gz,KIC 100002103,13,16
177,kplr100002103-2010174085026_lpd-targ.fits.gz,KIC 100002103,5,16
178,kplr100002103-2011177032512_lpd-targ.fits.gz,KIC 100002103,9,16
179,kplr100002103-2013131215648_lpd-targ.fits.gz,KIC 100002103,17,16
180,kplr100002104-2010174085026_lpd-targ.fits.gz,KIC 100002104,5,16
181,kplr100002104-2011177032512_lpd-targ.fits.gz,KIC 100002104,9,16
182,kplr100002104-2013131215648_lpd-targ.fits.gz,KIC 100002104,17,16
183,kplr100002104-2012179063303_lpd-targ.fits.gz,KIC 100002104,13,16
184,kplr100002105-2013131215648_lpd-targ.fits.gz,KIC 100002105,17,16
185,kplr100002105-2011177032512_lpd-targ.fits.gz,KIC 100002105,9,16
186,kplr100002105-2012179063303_lpd-targ.fits.gz,KIC 100002105,13,16
187,kplr100002105-2010174085026_lpd-targ.fits.gz,KIC 100002105,5,16
188,kplr100002106-2012179063303_lpd-targ.fits.gz,KIC 100002106,13,16
189,kplr100002106-2011177032512_lpd-targ.fits.gz,KIC 100002106,9,16
190,kplr100002106-2010174085026_lpd-targ.fits.gz,KIC 100002106,5,16
191,kplr100002106-2013131215648_lpd-targ.fits.gz,KIC 100002106,17,16
192,kplr100002107-2010174085026_lpd-targ.fits.gz,KIC 100002107,5,73
193,kplr100002107-2011177032512_lpd-targ.fits.gz,KIC 100002107,9,73
194,kplr100002107-2012179063303_lpd-targ.fits.gz,KIC 100002107,13,73
195,kplr100002107-2013131215648_lpd-targ.fits.gz,KIC 100002107,17,73
196,kplr100002108-2010174085026_lpd-targ.fits.gz,KIC 100002108,5,73
197,kplr100002108-2011177032512_lpd-targ.fits.gz,KIC 100002108,9,73
198,kplr100002108-2012179063303_lpd-targ.fits.gz,KIC 100002108,13,73
199,kplr100002108-2013131215648_lpd-targ.fits.gz,KIC 100002108,17,73
200,kplr100002109-2010174085026_lpd-targ.fits.gz,KIC 100002109,5,73
201,kplr100002109-2011177032512_lpd-targ.fits.gz,KIC 100002109,9,73
202,kplr100002109-2013131215648_lpd-targ.fits.gz,KIC 100002109,17,73
203,kplr100002109-2012179063303_lpd-targ.fits.gz,KIC 100002109,13,73
204,kplr100002110-2012179063303_lpd-targ.fits.gz,KIC 100002110,13,73
205,kplr100002110-2010174085026_lpd-targ.fits.gz,KIC 100002110,5,73
206,kplr100002110-2011177032512_lpd-targ.fits.gz,KIC 100002110,9,73
207,kplr100002110-2013131215648_lpd-targ.fits.gz,KIC 100002110,17,73
208,kplr100002111-2011177032512_lpd-targ.fits.gz,KIC 100002111,9,74
209,kplr100002111-2012179063303_lpd-targ.fits.gz,KIC 100002111,13,74
210,kplr100002111-2013131215648_lpd-targ.fits.gz,KIC 100002111,17,74
211,kplr100002111-2010174085026_lpd-targ.fits.gz,KIC 100002111,5,74
212,kplr100002112-2010174085026_lpd-targ.fits.gz,KIC 100002112,5,74
213,kplr100002112-2012179063303_lpd-targ.fits.gz,KIC 100002112,13,74
214,kplr100002112-2011177032512_lpd-targ.fits.gz,KIC 100002112,9,74
215,kplr100002112-2013131215648_lpd-targ.fits.gz,KIC 100002112,17,74
216,kplr100002113-2012179063303_lpd-targ.fits.gz,KIC 100002113,13,74
217,kplr100002113-2011177032512_lpd-targ.fits.gz,KIC 100002113,9,74
218,kplr100002113-2010174085026_lpd-targ.fits.gz,KIC 100002113,5,74
219,kplr100002113-2013131215648_lpd-targ.fits.gz,KIC 100002113,17,74
220,kplr100002114-2011177032512_lpd-targ.fits.gz,KIC 100002114,9,74
221,kplr100002114-2013131215648_lpd-targ.fits.gz,KIC 100002114,17,74
222,kplr100002114-2010174085026_lpd-targ.fits.gz,KIC 100002114,5,74
223,kplr100002114-2012179063303_lpd-targ.fits.gz,KIC 100002114,13,74
224,kplr100002115-2011177032512_lpd-targ.fits.gz,KIC 100002115,9,75
225,kplr100002115-2010174085026_lpd-targ.fits.gz,KIC 100002115,5,75
226,kplr100002115-2013131215648_lpd-targ.fits.gz,KIC 100002115,17,75
227,kplr100002115-2012179063303_lpd-targ.fits.gz,KIC 100002115,13,75
228,kplr100002116-2012179063303_lpd-targ.fits.gz,KIC 100002116,13,75
229,kplr100002116-2010174085026_lpd-targ.fits.gz,KIC 100002116,5,75
230,kplr100002116-2011177032512_lpd-targ.fits.gz,KIC 100002116,9,75
231,kplr100002116-2013131215648_lpd-targ.fits.gz,KIC 100002116,17,75
232,kplr100002117-2011177032512_lpd-targ.fits.gz,KIC 100002117,9,75
233,kplr100002117-2012179063303_lpd-targ.fits.gz,KIC 100002117,13,75
234,kplr100002117-2013131215648_lpd-targ.fits.gz,KIC 100002117,17,75
235,kplr100002117-2010174085026_lpd-targ.fits.gz,KIC 100002117,5,75
236,kplr100002118-2013131215648_lpd-targ.fits.gz,KIC 100002118,17,75
237,kplr100002118-2011177032512_lpd-targ.fits.gz,KIC 100002118,9,75
238,kplr100002118-2012179063303_lpd-targ.fits.gz,KIC 100002118,13,75
239,kplr100002118-2010174085026_lpd-targ.fits.gz,KIC 100002118,5,75
240,kplr100002119-2011177032512_lpd-targ.fits.gz,KIC 100002119,9,76
241,kplr100002119-2012179063303_lpd-targ.fits.gz,KIC 100002119,13,76
242,kplr100002119-2010174085026_lpd-targ.fits.gz,KIC 100002119,5,76
243,kplr100002119-2013131215648_lpd-targ.fits.gz,KIC 100002119,17,76
244,kplr100002120-2013131215648_lpd-targ.fits.gz,KIC 100002120,17,76
245,kplr100002120-2010174085026_lpd-targ.fits.gz,KIC 100002120,5,76
246,kplr100002120-2011177032512_lpd-targ.fits.gz,KIC 100002120,9,76
247,kplr100002120-2012179063303_lpd-targ.fits.gz,KIC 100002120,13,76
248,kplr100002121-2010174085026_lpd-targ.fits.gz,KIC 100002121,5,76
249,kplr100002121-2013131215648_lpd-targ.fits.gz,KIC 100002121,17,76
250,kplr100002121-2011177032512_lpd-targ.fits.gz,KIC 100002121,9,76
251,kplr100002121-2012179063303_lpd-targ.fits.gz,KIC 100002121,13,76
252,kplr100002122-2013131215648_lpd-targ.fits.gz,KIC 100002122,17,76
253,kplr100002122-2010174085026_lpd-targ.fits.gz,KIC 100002122,5,76
254,kplr100002122-2011177032512_lpd-targ.fits.gz,KIC 100002122,9,76
255,kplr100002122-2012179063303_lpd-targ.fits.gz,KIC 100002122,13,76
256,kplr100002123-2011177032512_lpd-targ.fits.gz,KIC 100002123,9,57
257,kplr100002123-2013131215648_lpd-targ.fits.gz,KIC 100002123,17,57
258,kplr100002123-2012179063303_lpd-targ.fits.gz,KIC 100002123,13,57
259,kplr100002123-2010174085026_lpd-targ.fits.gz,KIC 100002123,5,57
260,kplr100002124-2010174085026_lpd-targ.fits.gz,KIC 100002124,5,57
261,kplr100002124-2012179063303_lpd-targ.fits.gz,KIC 100002124,13,57
262,kplr100002124-2011177032512_lpd-targ.fits.gz,KIC 100002124,9,57
263,kplr100002124-2013131215648_lpd-targ.fits.gz,KIC 100002124,17,57
264,kplr100002125-2010174085026_lpd-targ.fits.gz,KIC 100002125,5,57
265,kplr100002125-2012179063303_lpd-targ.fits.gz,KIC 100002125,13,57
266,kplr100002125-2013131215648_lpd-targ.fits.gz,KIC 100002125,17,57
267,kplr100002125-2011177032512_lpd-targ.fits.gz,KIC 100002125,9,57
268,kplr100002126-2013131215648_lpd-targ.fits.gz,KIC 100002126,17,57
269,kplr100002126-2012179063303_lpd-targ.fits.gz,KIC 100002126,13,57
270,kplr100002126-2010174085026_lpd-targ.fits.gz,KIC 100002126,5,57
271,kplr100002126-2011177032512_lpd-targ.fits.gz,KIC 100002126,9,57
272,kplr100002127-2013131215648_lpd-targ.fits.gz,KIC 100002127,17,58
273,kplr100002127-2011177032512_lpd-targ.fits.gz,KIC 100002127,9,58
274,kplr100002127-2012179063303_lpd-targ.fits.gz,KIC 100002127,13,58
275,kplr100002127-2010174085026_lpd-targ.fits.gz,KIC 100002127,5,58
276,kplr100002128-2012179063303_lpd-targ.fits.gz,KIC 100002128,13,58
277,kplr100002128-2011177032512_lpd-targ.fits.gz,KIC 100002128,9,58
278,kplr100002128-2013131215648_lpd-targ.fits.gz,KIC 100002128,17,58
279,kplr100002128-2010174085026_lpd-targ.fits.gz,KIC 100002128,5,58
280,kplr100002129-2010174085026_lpd-targ.fits.gz,KIC 100002129,5,58
281,kplr100002129-2013131215648_lpd-targ.fits.gz,KIC 100002129,17,58
282,kplr100002129-2011177032512_lpd-targ.fits.gz,KIC 100002129,9,58
283,kplr100002129-2012179063303_lpd-targ.fits.gz,KIC 100002129,13,58
284,kplr100002130-2012179063303_lpd-targ.fits.gz,KIC 100002130,13,58
285,kplr100002130-2013131215648_lpd-targ.fits.gz,KIC 100002130,17,58
286,kplr100002130-2010174085026_lpd-targ.fits.gz,KIC 100002130,5,58
287,kplr100002130-2011177032512_lpd-targ.fits.gz,KIC 100002130,9,58
288,kplr100002131-2013131215648_lpd-targ.fits.gz,KIC 100002131,17,59
289,kplr100002131-2012179063303_lpd-targ.fits.gz,KIC 100002131,13,59
290,kplr100002131-2010174085026_lpd-targ.fits.gz,KIC 100002131,5,59
291,kplr100002131-2011177032512_lpd-targ.fits.gz,KIC 100002131,9,59
292,kplr100002132-2013131215648_lpd-targ.fits.gz,KIC 100002132,17,59
293,kplr100002132-2012179063303_lpd-targ.fits.gz,KIC 100002132,13,59
294,kplr100002132-2010174085026_lpd-targ.fits.gz,KIC 100002132,5,59
295,kplr100002132-2011177032512_lpd-targ.fits.gz,KIC 100002132,9,59
296,kplr100002133-2013131215648_lpd-targ.fits.gz,KIC 100002133,17,59
297,kplr100002133-2012179063303_lpd-targ.fits.gz,KIC 100002133,13,59
298,kplr100002133-2011177032512_lpd-targ.fits.gz,KIC 100002133,9,59
299,kplr100002133-2010174085026_lpd-targ.fits.gz,KIC 100002133,5,59
300,kplr100002134-2012179063303_lpd-targ.fits.gz,KIC 100002134,13,59
301,kplr100002134-2010174085026_lpd-targ.fits.gz,KIC 100002134,5,59
302,kplr100002134-2011177032512_lpd-targ.fits.gz,KIC 100002134,9,59
303,kplr100002134-2013131215648_lpd-targ.fits.gz,KIC 100002134,17,59
304,kplr100002135-2012179063303_lpd-targ.fits.gz,KIC 100002135,13,60
305,kplr100002135-2010174085026_lpd-targ.fits.gz,KIC 100002135,5,60
306,kplr100002135-2013131215648_lpd-targ.fits.gz,KIC 100002135,17,60
307,kplr100002135-2011177032512_lpd-targ.fits.gz,KIC 100002135,9,60
308,kplr100002136-2012179063303_lpd-targ.fits.gz,KIC 100002136,13,60
309,kplr100002136-2011177032512_lpd-targ.fits.gz,KIC 100002136,9,60
310,kplr100002136-2013131215648_lpd-targ.fits.gz,KIC 100002136,17,60
311,kplr100002136-2010174085026_lpd-targ.fits.gz,KIC 100002136,5,60
312,kplr100002137-2012179063303_lpd-targ.fits.gz,KIC 100002137,13,60
313,kplr100002137-2011177032512_lpd-targ.fits.gz,KIC 100002137,9,60
314,kplr100002137-2013131215648_lpd-targ.fits.gz,KIC 100002137,17,60
315,kplr100002137-2010174085026_lpd-targ.fits.gz,KIC 100002137,5,60
316,kplr100002138-2012179063303_lpd-targ.fits.gz,KIC 100002138,13,60
317,kplr100002138-2010174085026_lpd-targ.fits.gz,KIC 100002138,5,60
318,kplr100002138-2011177032512_lpd-targ.fits.gz,KIC 100002138,9,60
319,kplr100002138-2013131215648_lpd-targ.fits.gz,KIC 100002138,17,60
320,kplr100002139-2012179063303_lpd-targ.fits.gz,KIC 100002139,13,37
321,kplr100002139-2010174085026_lpd-targ.fits.gz,KIC 100002139,5,37
322,kplr100002139-2011177032512_lpd-targ.fits.gz,KIC 100002139,9,37
323,kplr100002139-2013131215648_lpd-targ.fits.gz,KIC 100002139,17,37
324,kplr100002140-2012179063303_lpd-targ.fits.gz,KIC 100002140,13,37
325,kplr100002140-2011177032512_lpd-targ.fits.gz,KIC 100002140,9,37
326,kplr100002140-2013131215648_lpd-targ.fits.gz,KIC 100002140,17,37
327,kplr100002140-2010174085026_lpd-targ.fits.gz,KIC 100002140,5,37
328,kplr100002141-2013131215648_lpd-targ.fits.gz,KIC 100002141,17,37
329,kplr100002141-2011177032512_lpd-targ.fits.gz,KIC 100002141,9,37
330,kplr100002141-2012179063303_lpd-targ.fits.gz,KIC 100002141,13,37
331,kplr100002141-2010174085026_lpd-targ.fits.gz,KIC 100002141,5,37
332,kplr100002142-2010174085026_lpd-targ.fits.gz,KIC 100002142,5,37
333,kplr100002142-2012179063303_lpd-targ.fits.gz,KIC 100002142,13,37
334,kplr100002142-2013131215648_lpd-targ.fits.gz,KIC 100002142,17,37
335,kplr100002142-2011177032512_lpd-targ.fits.gz,KIC 100002142,9,37
336,kplr100002143-2010174085026_lpd-targ.fits.gz,KIC 100002143,5,38
337,kplr100002143-2012179063303_lpd-targ.fits.gz,KIC 100002143,13,38
338,kplr100002143-2013131215648_lpd-targ.fits.gz,KIC 100002143,17,38
339,kplr100002143-2011177032512_lpd-targ.fits.gz,KIC 100002143,9,38
340,kplr100002144-2012179063303_lpd-targ.fits.gz,KIC 100002144,13,38
341,kplr100002144-2013131215648_lpd-targ.fits.gz,KIC 100002144,17,38
342,kplr100002144-2010174085026_lpd-targ.fits.gz,KIC 100002144,5,38
343,kplr100002144-2011177032512_lpd-targ.fits.gz,KIC 100002144,9,38
344,kplr100002145-2013131215648_lpd-targ.fits.gz,KIC 100002145,17,38
345,kplr100002145-2012179063303_lpd-targ.fits.gz,KIC 100002145,13,38
346,kplr100002145-2010174085026_lpd-targ.fits.gz,KIC 100002145,5,38
347,kplr100002145-2011177032512_lpd-targ.fits.gz,KIC 100002145,9,38
348,kplr100002146-2011177032512_lpd-targ.fits.gz,KIC 100002146,9,38
